,road,abbrevs
152,US 197,"us 197,us-197,us197,u.s. 197,u.s.-197,u.s.197,us route 197,us route-197,us route197,u.s. route 197,u.s. route-197,u.s. route197,us rte 197,us rte-197,us rte197,u.s. rte 197,u.s. rte-197,u.s. rte197,us-route 197,us-route-197,us-route197,u.s.-route 197,u.s.-route-197,u.s.-route197,us-rte 197,us-rte-197,us-rte197,u.s.-rte 197,u.s.-rte-197,u.s.-rte197"
153,US 199,"us 199,us-199,us199,u.s. 199,u.s.-199,u.s.199,us route 199,us route-199,us route199,u.s. route 199,u.s. route-199,u.s. route199,us rte 199,us rte-199,us rte199,u.s. rte 199,u.s. rte-199,u.s. rte199,us-route 199,us-route-199,us-route199,u.s.-route 199,u.s.-route-199,u.s.-route199,us-rte 199,us-rte-199,us-rte199,u.s.-rte 199,u.s.-rte-199,u.s.-rte199"
154,US 201,"us 201,us-201,us201,u.s. 201,u.s.-201,u.s.201,us route 201,us route-201,us route201,u.s. route 201,u.s. route-201,u.s. route201,us rte 201,us rte-201,us rte201,u.s. rte 201,u.s. rte-201,u.s. rte201,us-route 201,us-route-201,us-route201,u.s.-route 201,u.s.-route-201,u.s.-route201,us-rte 201,us-rte-201,us-rte201,u.s.-rte 201,u.s.-rte-201,u.s.-rte201"
155,US 202,"us 202,us-202,us202,u.s. 202,u.s.-202,u.s.202,us route 202,us route-202,us route202,u.s. route 202,u.s. route-202,u.s. route202,us rte 202,us rte-202,us rte202,u.s. rte 202,u.s. rte-202,u.s. rte202,us-route 202,us-route-202,us-route202,u.s.-route 202,u.s.-route-202,u.s.-route202,us-rte 202,us-rte-202,us-rte202,u.s.-rte 202,u.s.-rte-202,u.s.-rte202"
156,US 206,"us 206,us-206,us206,u.s. 206,u.s.-206,u.s.206,us route 206,us route-206,us route206,u.s. route 206,u.s. route-206,u.s. route206,us rte 206,us rte-206,us rte206,u.s. rte 206,u.s. rte-206,u.s. rte206,us-route 206,us-route-206,us-route206,u.s.-route 206,u.s.-route-206,u.s.-route206,us-rte 206,us-rte-206,us-rte206,u.s.-rte 206,u.s.-rte-206,u.s.-rte206"
157,US 209,"us 209,us-209,us209,u.s. 209,u.s.-209,u.s.209,us route 209,us route-209,us route209,u.s. route 209,u.s. route-209,u.s. route209,us rte 209,us rte-209,us rte209,u.s. rte 209,u.s. rte-209,u.s. rte209,us-route 209,us-route-209,us-route209,u.s.-route 209,u.s.-route-209,u.s.-route209,us-rte 209,us-rte-209,us-rte209,u.s.-rte 209,u.s.-rte-209,u.s.-rte209"
158,US 211,"us 211,us-211,us211,u.s. 211,u.s.-211,u.s.211,us route 211,us route-211,us route211,u.s. route 211,u.s. route-211,u.s. route211,us rte 211,us rte-211,us rte211,u.s. rte 211,u.s. rte-211,u.s. rte211,us-route 211,us-route-211,us-route211,u.s.-route 211,u.s.-route-211,u.s.-route211,us-rte 211,us-rte-211,us-rte211,u.s.-rte 211,u.s.-rte-211,u.s.-rte211"
159,US 212,"us 212,us-212,us212,u.s. 212,u.s.-212,u.s.212,us route 212,us route-212,us route212,u.s. route 212,u.s. route-212,u.s. route212,us rte 212,us rte-212,us rte212,u.s. rte 212,u.s. rte-212,u.s. rte212,us-route 212,us-route-212,us-route212,u.s.-route 212,u.s.-route-212,u.s.-route212,us-rte 212,us-rte-212,us-rte212,u.s.-rte 212,u.s.-rte-212,u.s.-rte212"
160,US 218,"us 218,us-218,us218,u.s. 218,u.s.-218,u.s.218,us route 218,us route-218,us route218,u.s. route 218,u.s. route-218,u.s. route218,us rte 218,us rte-218,us rte218,u.s. rte 218,u.s. rte-218,u.s. rte218,us-route 218,us-route-218,us-route218,u.s.-route 218,u.s.-route-218,u.s.-route218,us-rte 218,us-rte-218,us-rte218,u.s.-rte 218,u.s.-rte-218,u.s.-rte218"
161,US 219,"us 219,us-219,us219,u.s. 219,u.s.-219,u.s.219,us route 219,us route-219,us route219,u.s. route 219,u.s. route-219,u.s. route219,us rte 219,us rte-219,us rte219,u.s. rte 219,u.s. rte-219,u.s. rte219,us-route 219,us-route-219,us-route219,u.s.-route 219,u.s.-route-219,u.s.-route219,us-rte 219,us-rte-219,us-rte219,u.s.-rte 219,u.s.-rte-219,u.s.-rte219"
162,US 220,"us 220,us-220,us220,u.s. 220,u.s.-220,u.s.220,us route 220,us route-220,us route220,u.s. route 220,u.s. route-220,u.s. route220,us rte 220,us rte-220,us rte220,u.s. rte 220,u.s. rte-220,u.s. rte220,us-route 220,us-route-220,us-route220,u.s.-route 220,u.s.-route-220,u.s.-route220,us-rte 220,us-rte-220,us-rte220,u.s.-rte 220,u.s.-rte-220,u.s.-rte220"
163,US 221,"us 221,us-221,us221,u.s. 221,u.s.-221,u.s.221,us route 221,us route-221,us route221,u.s. route 221,u.s. route-221,u.s. route221,us rte 221,us rte-221,us rte221,u.s. rte 221,u.s. rte-221,u.s. rte221,us-route 221,us-route-221,us-route221,u.s.-route 221,u.s.-route-221,u.s.-route221,us-rte 221,us-rte-221,us-rte221,u.s.-rte 221,u.s.-rte-221,u.s.-rte221"
164,US 222,"us 222,us-222,us222,u.s. 222,u.s.-222,u.s.222,us route 222,us route-222,us route222,u.s. route 222,u.s. route-222,u.s. route222,us rte 222,us rte-222,us rte222,u.s. rte 222,u.s. rte-222,u.s. rte222,us-route 222,us-route-222,us-route222,u.s.-route 222,u.s.-route-222,u.s.-route222,us-rte 222,us-rte-222,us-rte222,u.s.-rte 222,u.s.-rte-222,u.s.-rte222"
165,US 223,"us 223,us-223,us223,u.s. 223,u.s.-223,u.s.223,us route 223,us route-223,us route223,u.s. route 223,u.s. route-223,u.s. route223,us rte 223,us rte-223,us rte223,u.s. rte 223,u.s. rte-223,u.s. rte223,us-route 223,us-route-223,us-route223,u.s.-route 223,u.s.-route-223,u.s.-route223,us-rte 223,us-rte-223,us-rte223,u.s.-rte 223,u.s.-rte-223,u.s.-rte223"
166,US 224,"us 224,us-224,us224,u.s. 224,u.s.-224,u.s.224,us route 224,us route-224,us route224,u.s. route 224,u.s. route-224,u.s. route224,us rte 224,us rte-224,us rte224,u.s. rte 224,u.s. rte-224,u.s. rte224,us-route 224,us-route-224,us-route224,u.s.-route 224,u.s.-route-224,u.s.-route224,us-rte 224,us-rte-224,us-rte224,u.s.-rte 224,u.s.-rte-224,u.s.-rte224"
167,US 231,"us 231,us-231,us231,u.s. 231,u.s.-231,u.s.231,us route 231,us route-231,us route231,u.s. route 231,u.s. route-231,u.s. route231,us rte 231,us rte-231,us rte231,u.s. rte 231,u.s. rte-231,u.s. rte231,us-route 231,us-route-231,us-route231,u.s.-route 231,u.s.-route-231,u.s.-route231,us-rte 231,us-rte-231,us-rte231,u.s.-rte 231,u.s.-rte-231,u.s.-rte231"
168,US 250,"us 250,us-250,us250,u.s. 250,u.s.-250,u.s.250,us route 250,us route-250,us route250,u.s. route 250,u.s. route-250,u.s. route250,us rte 250,us rte-250,us rte250,u.s. rte 250,u.s. rte-250,u.s. rte250,us-route 250,us-route-250,us-route250,u.s.-route 250,u.s.-route-250,u.s.-route250,us-rte 250,us-rte-250,us-rte250,u.s.-rte 250,u.s.-rte-250,u.s.-rte250"
169,US 258,"us 258,us-258,us258,u.s. 258,u.s.-258,u.s.258,us route 258,us route-258,us route258,u.s. route 258,u.s. route-258,u.s. route258,us rte 258,us rte-258,us rte258,u.s. rte 258,u.s. rte-258,u.s. rte258,us-route 258,us-route-258,us-route258,u.s.-route 258,u.s.-route-258,u.s.-route258,us-rte 258,us-rte-258,us-rte258,u.s.-rte 258,u.s.-rte-258,u.s.-rte258"
170,US 259,"us 259,us-259,us259,u.s. 259,u.s.-259,u.s.259,us route 259,us route-259,us route259,u.s. route 259,u.s. route-259,u.s. route259,us rte 259,us rte-259,us rte259,u.s. rte 259,u.s. rte-259,u.s. rte259,us-route 259,us-route-259,us-route259,u.s.-route 259,u.s.-route-259,u.s.-route259,us-rte 259,us-rte-259,us-rte259,u.s.-rte 259,u.s.-rte-259,u.s.-rte259"
171,US 264,"us 264,us-264,us264,u.s. 264,u.s.-264,u.s.264,us route 264,us route-264,us route264,u.s. route 264,u.s. route-264,u.s. route264,us rte 264,us rte-264,us rte264,u.s. rte 264,u.s. rte-264,u.s. rte264,us-route 264,us-route-264,us-route264,u.s.-route 264,u.s.-route-264,u.s.-route264,us-rte 264,us-rte-264,us-rte264,u.s.-rte 264,u.s.-rte-264,u.s.-rte264"
172,US 266,"us 266,us-266,us266,u.s. 266,u.s.-266,u.s.266,us route 266,us route-266,us route266,u.s. route 266,u.s. route-266,u.s. route266,us rte 266,us rte-266,us rte266,u.s. rte 266,u.s. rte-266,u.s. rte266,us-route 266,us-route-266,us-route266,u.s.-route 266,u.s.-route-266,u.s.-route266,us-rte 266,us-rte-266,us-rte266,u.s.-rte 266,u.s.-rte-266,u.s.-rte266"
173,US 270,"us 270,us-270,us270,u.s. 270,u.s.-270,u.s.270,us route 270,us route-270,us route270,u.s. route 270,u.s. route-270,u.s. route270,us rte 270,us rte-270,us rte270,u.s. rte 270,u.s. rte-270,u.s. rte270,us-route 270,us-route-270,us-route270,u.s.-route 270,u.s.-route-270,u.s.-route270,us-rte 270,us-rte-270,us-rte270,u.s.-rte 270,u.s.-rte-270,u.s.-rte270"
174,US 271,"us 271,us-271,us271,u.s. 271,u.s.-271,u.s.271,us route 271,us route-271,us route271,u.s. route 271,u.s. route-271,u.s. route271,us rte 271,us rte-271,us rte271,u.s. rte 271,u.s. rte-271,u.s. rte271,us-route 271,us-route-271,us-route271,u.s.-route 271,u.s.-route-271,u.s.-route271,us-rte 271,us-rte-271,us-rte271,u.s.-rte 271,u.s.-rte-271,u.s.-rte271"
175,US 275,"us 275,us-275,us275,u.s. 275,u.s.-275,u.s.275,us route 275,us route-275,us route275,u.s. route 275,u.s. route-275,u.s. route275,us rte 275,us rte-275,us rte275,u.s. rte 275,u.s. rte-275,u.s. rte275,us-route 275,us-route-275,us-route275,u.s.-route 275,u.s.-route-275,u.s.-route275,us-rte 275,us-rte-275,us-rte275,u.s.-rte 275,u.s.-rte-275,u.s.-rte275"
176,US 276,"us 276,us-276,us276,u.s. 276,u.s.-276,u.s.276,us route 276,us route-276,us route276,u.s. route 276,u.s. route-276,u.s. route276,us rte 276,us rte-276,us rte276,u.s. rte 276,u.s. rte-276,u.s. rte276,us-route 276,us-route-276,us-route276,u.s.-route 276,u.s.-route-276,u.s.-route276,us-rte 276,us-rte-276,us-rte276,u.s.-rte 276,u.s.-rte-276,u.s.-rte276"
177,US 277,"us 277,us-277,us277,u.s. 277,u.s.-277,u.s.277,us route 277,us route-277,us route277,u.s. route 277,u.s. route-277,u.s. route277,us rte 277,us rte-277,us rte277,u.s. rte 277,u.s. rte-277,u.s. rte277,us-route 277,us-route-277,us-route277,u.s.-route 277,u.s.-route-277,u.s.-route277,us-rte 277,us-rte-277,us-rte277,u.s.-rte 277,u.s.-rte-277,u.s.-rte277"
178,US 278,"us 278,us-278,us278,u.s. 278,u.s.-278,u.s.278,us route 278,us route-278,us route278,u.s. route 278,u.s. route-278,u.s. route278,us rte 278,us rte-278,us rte278,u.s. rte 278,u.s. rte-278,u.s. rte278,us-route 278,us-route-278,us-route278,u.s.-route 278,u.s.-route-278,u.s.-route278,us-rte 278,us-rte-278,us-rte278,u.s.-rte 278,u.s.-rte-278,u.s.-rte278"
179,US 280,"us 280,us-280,us280,u.s. 280,u.s.-280,u.s.280,us route 280,us route-280,us route280,u.s. route 280,u.s. route-280,u.s. route280,us rte 280,us rte-280,us rte280,u.s. rte 280,u.s. rte-280,u.s. rte280,us-route 280,us-route-280,us-route280,u.s.-route 280,u.s.-route-280,u.s.-route280,us-rte 280,us-rte-280,us-rte280,u.s.-rte 280,u.s.-rte-280,u.s.-rte280"
180,US 281,"us 281,us-281,us281,u.s. 281,u.s.-281,u.s.281,us route 281,us route-281,us route281,u.s. route 281,u.s. route-281,u.s. route281,us rte 281,us rte-281,us rte281,u.s. rte 281,u.s. rte-281,u.s. rte281,us-route 281,us-route-281,us-route281,u.s.-route 281,u.s.-route-281,u.s.-route281,us-rte 281,us-rte-281,us-rte281,u.s.-rte 281,u.s.-rte-281,u.s.-rte281"
181,US 283,"us 283,us-283,us283,u.s. 283,u.s.-283,u.s.283,us route 283,us route-283,us route283,u.s. route 283,u.s. route-283,u.s. route283,us rte 283,us rte-283,us rte283,u.s. rte 283,u.s. rte-283,u.s. rte283,us-route 283,us-route-283,us-route283,u.s.-route 283,u.s.-route-283,u.s.-route283,us-rte 283,us-rte-283,us-rte283,u.s.-rte 283,u.s.-rte-283,u.s.-rte283"
182,US 285,"us 285,us-285,us285,u.s. 285,u.s.-285,u.s.285,us route 285,us route-285,us route285,u.s. route 285,u.s. route-285,u.s. route285,us rte 285,us rte-285,us rte285,u.s. rte 285,u.s. rte-285,u.s. rte285,us-route 285,us-route-285,us-route285,u.s.-route 285,u.s.-route-285,u.s.-route285,us-rte 285,us-rte-285,us-rte285,u.s.-rte 285,u.s.-rte-285,u.s.-rte285"
183,US 287,"us 287,us-287,us287,u.s. 287,u.s.-287,u.s.287,us route 287,us route-287,us route287,u.s. route 287,u.s. route-287,u.s. route287,us rte 287,us rte-287,us rte287,u.s. rte 287,u.s. rte-287,u.s. rte287,us-route 287,us-route-287,us-route287,u.s.-route 287,u.s.-route-287,u.s.-route287,us-rte 287,us-rte-287,us-rte287,u.s.-rte 287,u.s.-rte-287,u.s.-rte287"
184,US 290,"us 290,us-290,us290,u.s. 290,u.s.-290,u.s.290,us route 290,us route-290,us route290,u.s. route 290,u.s. route-290,u.s. route290,us rte 290,us rte-290,us rte290,u.s. rte 290,u.s. rte-290,u.s. rte290,us-route 290,us-route-290,us-route290,u.s.-route 290,u.s.-route-290,u.s.-route290,us-rte 290,us-rte-290,us-rte290,u.s.-rte 290,u.s.-rte-290,u.s.-rte290"
185,US 301,"us 301,us-301,us301,u.s. 301,u.s.-301,u.s.301,us route 301,us route-301,us route301,u.s. route 301,u.s. route-301,u.s. route301,us rte 301,us rte-301,us rte301,u.s. rte 301,u.s. rte-301,u.s. rte301,us-route 301,us-route-301,us-route301,u.s.-route 301,u.s.-route-301,u.s.-route301,us-rte 301,us-rte-301,us-rte301,u.s.-rte 301,u.s.-rte-301,u.s.-rte301"
186,US 302,"us 302,us-302,us302,u.s. 302,u.s.-302,u.s.302,us route 302,us route-302,us route302,u.s. route 302,u.s. route-302,u.s. route302,us rte 302,us rte-302,us rte302,u.s. rte 302,u.s. rte-302,u.s. rte302,us-route 302,us-route-302,us-route302,u.s.-route 302,u.s.-route-302,u.s.-route302,us-rte 302,us-rte-302,us-rte302,u.s.-rte 302,u.s.-rte-302,u.s.-rte302"
187,US 310,"us 310,us-310,us310,u.s. 310,u.s.-310,u.s.310,us route 310,us route-310,us route310,u.s. route 310,u.s. route-310,u.s. route310,us rte 310,us rte-310,us rte310,u.s. rte 310,u.s. rte-310,u.s. rte310,us-route 310,us-route-310,us-route310,u.s.-route 310,u.s.-route-310,u.s.-route310,us-rte 310,us-rte-310,us-rte310,u.s.-rte 310,u.s.-rte-310,u.s.-rte310"
188,US 311,"us 311,us-311,us311,u.s. 311,u.s.-311,u.s.311,us route 311,us route-311,us route311,u.s. route 311,u.s. route-311,u.s. route311,us rte 311,us rte-311,us rte311,u.s. rte 311,u.s. rte-311,u.s. rte311,us-route 311,us-route-311,us-route311,u.s.-route 311,u.s.-route-311,u.s.-route311,us-rte 311,us-rte-311,us-rte311,u.s.-rte 311,u.s.-rte-311,u.s.-rte311"
189,US 319,"us 319,us-319,us319,u.s. 319,u.s.-319,u.s.319,us route 319,us route-319,us route319,u.s. route 319,u.s. route-319,u.s. route319,us rte 319,us rte-319,us rte319,u.s. rte 319,u.s. rte-319,u.s. rte319,us-route 319,us-route-319,us-route319,u.s.-route 319,u.s.-route-319,u.s.-route319,us-rte 319,us-rte-319,us-rte319,u.s.-rte 319,u.s.-rte-319,u.s.-rte319"
190,US 321,"us 321,us-321,us321,u.s. 321,u.s.-321,u.s.321,us route 321,us route-321,us route321,u.s. route 321,u.s. route-321,u.s. route321,us rte 321,us rte-321,us rte321,u.s. rte 321,u.s. rte-321,u.s. rte321,us-route 321,us-route-321,us-route321,u.s.-route 321,u.s.-route-321,u.s.-route321,us-rte 321,us-rte-321,us-rte321,u.s.-rte 321,u.s.-rte-321,u.s.-rte321"
191,US 322,"us 322,us-322,us322,u.s. 322,u.s.-322,u.s.322,us route 322,us route-322,us route322,u.s. route 322,u.s. route-322,u.s. route322,us rte 322,us rte-322,us rte322,u.s. rte 322,u.s. rte-322,u.s. rte322,us-route 322,us-route-322,us-route322,u.s.-route 322,u.s.-route-322,u.s.-route322,us-rte 322,us-rte-322,us-rte322,u.s.-rte 322,u.s.-rte-322,u.s.-rte322"
192,US 331,"us 331,us-331,us331,u.s. 331,u.s.-331,u.s.331,us route 331,us route-331,us route331,u.s. route 331,u.s. route-331,u.s. route331,us rte 331,us rte-331,us rte331,u.s. rte 331,u.s. rte-331,u.s. rte331,us-route 331,us-route-331,us-route331,u.s.-route 331,u.s.-route-331,u.s.-route331,us-rte 331,us-rte-331,us-rte331,u.s.-rte 331,u.s.-rte-331,u.s.-rte331"
193,US 340,"us 340,us-340,us340,u.s. 340,u.s.-340,u.s.340,us route 340,us route-340,us route340,u.s. route 340,u.s. route-340,u.s. route340,us rte 340,us rte-340,us rte340,u.s. rte 340,u.s. rte-340,u.s. rte340,us-route 340,us-route-340,us-route340,u.s.-route 340,u.s.-route-340,u.s.-route340,us-rte 340,us-rte-340,us-rte340,u.s.-rte 340,u.s.-rte-340,u.s.-rte340"
194,US 341,"us 341,us-341,us341,u.s. 341,u.s.-341,u.s.341,us route 341,us route-341,us route341,u.s. route 341,u.s. route-341,u.s. route341,us rte 341,us rte-341,us rte341,u.s. rte 341,u.s. rte-341,u.s. rte341,us-route 341,us-route-341,us-route341,u.s.-route 341,u.s.-route-341,u.s.-route341,us-rte 341,us-rte-341,us-rte341,u.s.-rte 341,u.s.-rte-341,u.s.-rte341"
195,US 350,"us 350,us-350,us350,u.s. 350,u.s.-350,u.s.350,us route 350,us route-350,us route350,u.s. route 350,u.s. route-350,u.s. route350,us rte 350,us rte-350,us rte350,u.s. rte 350,u.s. rte-350,u.s. rte350,us-route 350,us-route-350,us-route350,u.s.-route 350,u.s.-route-350,u.s.-route350,us-rte 350,us-rte-350,us-rte350,u.s.-rte 350,u.s.-rte-350,u.s.-rte350"
196,US 360,"us 360,us-360,us360,u.s. 360,u.s.-360,u.s.360,us route 360,us route-360,us route360,u.s. route 360,u.s. route-360,u.s. route360,us rte 360,us rte-360,us rte360,u.s. rte 360,u.s. rte-360,u.s. rte360,us-route 360,us-route-360,us-route360,u.s.-route 360,u.s.-route-360,u.s.-route360,us-rte 360,us-rte-360,us-rte360,u.s.-rte 360,u.s.-rte-360,u.s.-rte360"
197,US 371,"us 371,us-371,us371,u.s. 371,u.s.-371,u.s.371,us route 371,us route-371,us route371,u.s. route 371,u.s. route-371,u.s. route371,us rte 371,us rte-371,us rte371,u.s. rte 371,u.s. rte-371,u.s. rte371,us-route 371,us-route-371,us-route371,u.s.-route 371,u.s.-route-371,u.s.-route371,us-rte 371,us-rte-371,us-rte371,u.s.-rte 371,u.s.-rte-371,u.s.-rte371"
198,US 377,"us 377,us-377,us377,u.s. 377,u.s.-377,u.s.377,us route 377,us route-377,us route377,u.s. route 377,u.s. route-377,u.s. route377,us rte 377,us rte-377,us rte377,u.s. rte 377,u.s. rte-377,u.s. rte377,us-route 377,us-route-377,us-route377,u.s.-route 377,u.s.-route-377,u.s.-route377,us-rte 377,us-rte-377,us-rte377,u.s.-rte 377,u.s.-rte-377,u.s.-rte377"
199,US 378,"us 378,us-378,us378,u.s. 378,u.s.-378,u.s.378,us route 378,us route-378,us route378,u.s. route 378,u.s. route-378,u.s. route378,us rte 378,us rte-378,us rte378,u.s. rte 378,u.s. rte-378,u.s. rte378,us-route 378,us-route-378,us-route378,u.s.-route 378,u.s.-route-378,u.s.-route378,us-rte 378,us-rte-378,us-rte378,u.s.-rte 378,u.s.-rte-378,u.s.-rte378"
200,US 380,"us 380,us-380,us380,u.s. 380,u.s.-380,u.s.380,us route 380,us route-380,us route380,u.s. route 380,u.s. route-380,u.s. route380,us rte 380,us rte-380,us rte380,u.s. rte 380,u.s. rte-380,u.s. rte380,us-route 380,us-route-380,us-route380,u.s.-route 380,u.s.-route-380,u.s.-route380,us-rte 380,us-rte-380,us-rte380,u.s.-rte 380,u.s.-rte-380,u.s.-rte380"
201,US 385,"us 385,us-385,us385,u.s. 385,u.s.-385,u.s.385,us route 385,us route-385,us route385,u.s. route 385,u.s. route-385,u.s. route385,us rte 385,us rte-385,us rte385,u.s. rte 385,u.s. rte-385,u.s. rte385,us-route 385,us-route-385,us-route385,u.s.-route 385,u.s.-route-385,u.s.-route385,us-rte 385,us-rte-385,us-rte385,u.s.-rte 385,u.s.-rte-385,u.s.-rte385"
202,US 395,"us 395,us-395,us395,u.s. 395,u.s.-395,u.s.395,us route 395,us route-395,us route395,u.s. route 395,u.s. route-395,u.s. route395,us rte 395,us rte-395,us rte395,u.s. rte 395,u.s. rte-395,u.s. rte395,us-route 395,us-route-395,us-route395,u.s.-route 395,u.s.-route-395,u.s.-route395,us-rte 395,us-rte-395,us-rte395,u.s.-rte 395,u.s.-rte-395,u.s.-rte395"
203,US 400,"us 400,us-400,us400,u.s. 400,u.s.-400,u.s.400,us route 400,us route-400,us route400,u.s. route 400,u.s. route-400,u.s. route400,us rte 400,us rte-400,us rte400,u.s. rte 400,u.s. rte-400,u.s. rte400,us-route 400,us-route-400,us-route400,u.s.-route 400,u.s.-route-400,u.s.-route400,us-rte 400,us-rte-400,us-rte400,u.s.-rte 400,u.s.-rte-400,u.s.-rte400"
204,US 401,"us 401,us-401,us401,u.s. 401,u.s.-401,u.s.401,us route 401,us route-401,us route401,u.s. route 401,u.s. route-401,u.s. route401,us rte 401,us rte-401,us rte401,u.s. rte 401,u.s. rte-401,u.s. rte401,us-route 401,us-route-401,us-route401,u.s.-route 401,u.s.-route-401,u.s.-route401,us-rte 401,us-rte-401,us-rte401,u.s.-rte 401,u.s.-rte-401,u.s.-rte401"
205,US 411,"us 411,us-411,us411,u.s. 411,u.s.-411,u.s.411,us route 411,us route-411,us route411,u.s. route 411,u.s. route-411,u.s. route411,us rte 411,us rte-411,us rte411,u.s. rte 411,u.s. rte-411,u.s. rte411,us-route 411,us-route-411,us-route411,u.s.-route 411,u.s.-route-411,u.s.-route411,us-rte 411,us-rte-411,us-rte411,u.s.-rte 411,u.s.-rte-411,u.s.-rte411"
206,US 412,"us 412,us-412,us412,u.s. 412,u.s.-412,u.s.412,us route 412,us route-412,us route412,u.s. route 412,u.s. route-412,u.s. route412,us rte 412,us rte-412,us rte412,u.s. rte 412,u.s. rte-412,u.s. rte412,us-route 412,us-route-412,us-route412,u.s.-route 412,u.s.-route-412,u.s.-route412,us-rte 412,us-rte-412,us-rte412,u.s.-rte 412,u.s.-rte-412,u.s.-rte412"
207,US 421,"us 421,us-421,us421,u.s. 421,u.s.-421,u.s.421,us route 421,us route-421,us route421,u.s. route 421,u.s. route-421,u.s. route421,us rte 421,us rte-421,us rte421,u.s. rte 421,u.s. rte-421,u.s. rte421,us-route 421,us-route-421,us-route421,u.s.-route 421,u.s.-route-421,u.s.-route421,us-rte 421,us-rte-421,us-rte421,u.s.-rte 421,u.s.-rte-421,u.s.-rte421"
208,US 422,"us 422,us-422,us422,u.s. 422,u.s.-422,u.s.422,us route 422,us route-422,us route422,u.s. route 422,u.s. route-422,u.s. route422,us rte 422,us rte-422,us rte422,u.s. rte 422,u.s. rte-422,u.s. rte422,us-route 422,us-route-422,us-route422,u.s.-route 422,u.s.-route-422,u.s.-route422,us-rte 422,us-rte-422,us-rte422,u.s.-rte 422,u.s.-rte-422,u.s.-rte422"
209,US 425,"us 425,us-425,us425,u.s. 425,u.s.-425,u.s.425,us route 425,us route-425,us route425,u.s. route 425,u.s. route-425,u.s. route425,us rte 425,us rte-425,us rte425,u.s. rte 425,u.s. rte-425,u.s. rte425,us-route 425,us-route-425,us-route425,u.s.-route 425,u.s.-route-425,u.s.-route425,us-rte 425,us-rte-425,us-rte425,u.s.-rte 425,u.s.-rte-425,u.s.-rte425"
210,US 431,"us 431,us-431,us431,u.s. 431,u.s.-431,u.s.431,us route 431,us route-431,us route431,u.s. route 431,u.s. route-431,u.s. route431,us rte 431,us rte-431,us rte431,u.s. rte 431,u.s. rte-431,u.s. rte431,us-route 431,us-route-431,us-route431,u.s.-route 431,u.s.-route-431,u.s.-route431,us-rte 431,us-rte-431,us-rte431,u.s.-rte 431,u.s.-rte-431,u.s.-rte431"
211,US 441,"us 441,us-441,us441,u.s. 441,u.s.-441,u.s.441,us route 441,us route-441,us route441,u.s. route 441,u.s. route-441,u.s. route441,us rte 441,us rte-441,us rte441,u.s. rte 441,u.s. rte-441,u.s. rte441,us-route 441,us-route-441,us-route441,u.s.-route 441,u.s.-route-441,u.s.-route441,us-rte 441,us-rte-441,us-rte441,u.s.-rte 441,u.s.-rte-441,u.s.-rte441"
212,US 460,"us 460,us-460,us460,u.s. 460,u.s.-460,u.s.460,us route 460,us route-460,us route460,u.s. route 460,u.s. route-460,u.s. route460,us rte 460,us rte-460,us rte460,u.s. rte 460,u.s. rte-460,u.s. rte460,us-route 460,us-route-460,us-route460,u.s.-route 460,u.s.-route-460,u.s.-route460,us-rte 460,us-rte-460,us-rte460,u.s.-rte 460,u.s.-rte-460,u.s.-rte460"
213,US 491,"us 491,us-491,us491,u.s. 491,u.s.-491,u.s.491,us route 491,us route-491,us route491,u.s. route 491,u.s. route-491,u.s. route491,us rte 491,us rte-491,us rte491,u.s. rte 491,u.s. rte-491,u.s. rte491,us-route 491,us-route-491,us-route491,u.s.-route 491,u.s.-route-491,u.s.-route491,us-rte 491,us-rte-491,us-rte491,u.s.-rte 491,u.s.-rte-491,u.s.-rte491"
214,US 501,"us 501,us-501,us501,u.s. 501,u.s.-501,u.s.501,us route 501,us route-501,us route501,u.s. route 501,u.s. route-501,u.s. route501,us rte 501,us rte-501,us rte501,u.s. rte 501,u.s. rte-501,u.s. rte501,us-route 501,us-route-501,us-route501,u.s.-route 501,u.s.-route-501,u.s.-route501,us-rte 501,us-rte-501,us-rte501,u.s.-rte 501,u.s.-rte-501,u.s.-rte501"
215,US 521,"us 521,us-521,us521,u.s. 521,u.s.-521,u.s.521,us route 521,us route-521,us route521,u.s. route 521,u.s. route-521,u.s. route521,us rte 521,us rte-521,us rte521,u.s. rte 521,u.s. rte-521,u.s. rte521,us-route 521,us-route-521,us-route521,u.s.-route 521,u.s.-route-521,u.s.-route521,us-rte 521,us-rte-521,us-rte521,u.s.-rte 521,u.s.-rte-521,u.s.-rte521"
216,US 522,"us 522,us-522,us522,u.s. 522,u.s.-522,u.s.522,us route 522,us route-522,us route522,u.s. route 522,u.s. route-522,u.s. route522,us rte 522,us rte-522,us rte522,u.s. rte 522,u.s. rte-522,u.s. rte522,us-route 522,us-route-522,us-route522,u.s.-route 522,u.s.-route-522,u.s.-route522,us-rte 522,us-rte-522,us-rte522,u.s.-rte 522,u.s.-rte-522,u.s.-rte522"
217,US 550,"us 550,us-550,us550,u.s. 550,u.s.-550,u.s.550,us route 550,us route-550,us route550,u.s. route 550,u.s. route-550,u.s. route550,us rte 550,us rte-550,us rte550,u.s. rte 550,u.s. rte-550,u.s. rte550,us-route 550,us-route-550,us-route550,u.s.-route 550,u.s.-route-550,u.s.-route550,us-rte 550,us-rte-550,us-rte550,u.s.-rte 550,u.s.-rte-550,u.s.-rte550"
